,born,year,meter,lang,X,Y
56418,1853.0,1904.0,I5,cs,3.5929348,4.8123555
31822,1863.0,1917.0,I5,cs,3.0359554,3.9563172
62317,1889.0,1911.0,I5,cs,2.8051126,3.603975
55155,1853.0,1893.0,I5,cs,3.6536193,5.104361
25933,1858.0,1905.0,I5,cs,2.9318862,4.7993155
55941,1853.0,1894.0,I5,cs,3.3558435,4.658635
60446,1861.0,1893.0,I5,cs,3.2050126,4.610781
57470,1853.0,1902.0,I5,cs,3.4905066,4.4647546
40450,1864.0,1927.0,I5,cs,3.684216,5.1036234
36812,1847.0,1916.0,I5,cs,3.6712253,5.038718
41682,1864.0,1931.0,I5,cs,3.491888,4.8882775
43976,1834.0,1951.0,I5,cs,3.5871983,4.766977
57976,1853.0,1901.0,I5,cs,3.6271732,5.0210342
52419,1860.0,1914.0,I5,cs,3.4017475,4.985787
44784,1875.0,1984.0,I5,cs,3.1619124,4.1770983
29998,1835.0,1902.0,I5,cs,3.2922995,5.1146154
40117,1864.0,1926.0,I5,cs,3.5931616,4.949539
32221,1773.0,1873.0,I5,cs,3.3380249,4.4121304
44745,1875.0,1974.0,I5,cs,3.203184,4.1964846
30137,1835.0,1902.0,I5,cs,3.3134491,4.9907703
54349,1853.0,1894.0,I5,cs,3.5725005,5.150874
54195,1853.0,1878.0,I5,cs,3.721657,4.9819717
46885,1833.0,1859.0,I5,cs,3.7064023,4.6318693
56664,1853.0,1878.0,I5,cs,3.7235463,4.831203
33572,1859.0,1892.0,I5,cs,3.4887114,4.5757136
45851,1849.0,1886.0,I5,cs,3.3493032,3.9994128
66695,1883.0,1906.0,I5,cs,3.3923948,4.4368367
41123,1864.0,1938.0,I5,cs,3.2255018,4.6961937
27208,1876.0,1900.0,I5,cs,3.752046,5.1477714
56444,1853.0,1904.0,I5,cs,3.7694082,5.0791225
38280,1877.0,1940.0,I5,cs,2.975369,4.1590524
64048,1883.0,1933.0,I5,cs,3.3807185,4.4575205
58770,1841.0,1884.0,I5,cs,3.491966,4.627402
43051,1854.0,1880.0,I5,cs,3.5082836,4.0544744
54750,1853.0,1886.0,I5,cs,3.3311968,4.600234
49053,1859.0,1918.0,I5,cs,3.2678916,4.797915
51229,1864.0,1924.0,I5,cs,3.1119561,4.111653
65600,1879.0,1904.0,I5,cs,3.6752594,4.834343
65803,1878.0,1938.0,I5,cs,2.9691594,4.204481
34667,1866.0,1926.0,I5,cs,3.62656,5.058846
67775,1881.0,1923.0,I5,cs,3.132765,4.070509
61517,1846.0,1884.0,I5,cs,3.303521,4.105189
30585,1835.0,1902.0,I5,cs,3.1604834,4.3284864
52320,1860.0,1930.0,I5,cs,3.6206164,4.777292
67415,1878.0,1931.0,I5,cs,3.7358499,4.8887243
54901,1853.0,1895.0,I5,cs,3.4641995,4.3223686
26078,1858.0,1905.0,I5,cs,3.371242,4.715973
50896,1864.0,1922.0,I5,cs,2.9037395,3.5783741
31838,1863.0,1917.0,I5,cs,3.3964512,4.3318267
54086,1853.0,1880.0,I5,cs,3.6778665,4.901207
38897,1864.0,1897.0,I5,cs,3.296559,4.3502593
67306,1878.0,1933.0,I5,cs,3.4903061,4.7614493
52832,1847.0,1897.0,I5,cs,3.671965,5.0800486
58007,1853.0,1963.0,I5,cs,3.6721394,4.6847563
42591,1867.0,1894.0,I5,cs,3.5085657,4.945452
67479,1873.0,1938.0,I5,cs,3.5348475,4.678069
65456,1887.0,1943.0,I5,cs,3.4419553,4.498775
33821,1859.0,1884.0,I5,cs,3.4541945,4.783554
41476,1864.0,1926.0,I5,cs,3.1037402,4.1301093
55576,1853.0,1895.0,I5,cs,3.5572162,4.979272
35022,1866.0,1923.0,I5,cs,3.6626933,4.576496
44649,1875.0,1962.0,I5,cs,3.564244,5.1473703
65612,1879.0,1903.0,I5,cs,3.230174,4.1749873
57794,1853.0,1897.0,I5,cs,3.6610596,5.076405
54023,1853.0,1889.0,I5,cs,3.5556846,5.012112
50975,1864.0,1951.0,I5,cs,2.820712,3.927575
57977,1853.0,1901.0,I5,cs,3.3301134,4.4550166
23631,1850.0,1883.0,I5,cs,3.0610902,4.002968
64026,1883.0,1933.0,I5,cs,3.5576248,4.936269
39520,1864.0,1906.0,I5,cs,3.1077814,4.0476413
47826,1867.0,1896.0,I5,cs,3.2581024,4.7471156
59773,1868.0,1934.0,I5,cs,3.682249,4.78625
61649,1863.0,1908.0,I5,cs,3.032419,4.7786365
56233,1853.0,1893.0,I5,cs,3.1641762,4.185558
44625,1875.0,1962.0,I5,cs,3.743905,4.751701
57557,1853.0,1898.0,I5,cs,3.3654006,5.3462925
46809,1833.0,1858.0,I5,cs,3.5116868,4.415631
30795,1835.0,1905.0,I5,cs,3.6868258,5.188568
30534,1835.0,1904.0,I5,cs,3.7643428,4.984968
57631,1853.0,1908.0,I5,cs,3.6701148,5.093616
59751,1868.0,1934.0,I5,cs,3.6722488,5.1210384
59362,1846.0,1896.0,I5,cs,3.3256433,4.8348885
56541,1853.0,1899.0,I5,cs,3.0331252,4.1877966
57497,1853.0,1875.0,I5,cs,3.354414,4.6438947
39692,1864.0,1927.0,I5,cs,3.7584789,4.9477196
42595,1867.0,1894.0,I5,cs,3.3897796,4.410764
67798,1881.0,1923.0,I5,cs,3.2159188,4.3464994
47048,1833.0,1859.0,I5,cs,3.5747597,5.22951
54019,1853.0,1889.0,I5,cs,3.4307098,4.8569784
23530,1841.0,1900.0,I5,cs,3.5308857,4.558295
24158,1867.0,1904.0,I5,cs,3.5845332,5.1968317
41486,1864.0,1926.0,I5,cs,3.6304097,4.671672
24338,1813.0,1860.0,T4,cs,4.662259,3.8569214
61734,1875.0,1904.0,T4,cs,5.214905,3.556405
26158,1858.0,1936.0,T4,cs,4.396095,3.5679414
41794,1864.0,1928.0,T4,cs,4.543261,4.11592
30420,1835.0,1901.0,T4,cs,4.6175947,4.4056406
62407,1872.0,1909.0,T4,cs,4.7774796,3.6899552
57211,1853.0,1906.0,T4,cs,4.6576333,4.063473
27895,1815.0,1853.0,T4,cs,4.981314,4.1632066
43575,1810.0,1928.0,T4,cs,5.2295375,3.7678225
53093,1822.0,1858.0,T4,cs,4.4936266,4.486724
55511,1853.0,1896.0,T4,cs,5.1549163,3.2743208
63839,1885.0,1907.0,T4,cs,4.618449,4.3797674
36328,1832.0,1881.0,T4,cs,5.3644443,3.5103686
24606,1868.0,1904.0,T4,cs,4.925414,4.1118555
48253,1861.0,1906.0,T4,cs,5.1213593,3.8151684
28926,1835.0,1873.0,T4,cs,4.532086,3.8137093
25026,1836.0,1875.0,T4,cs,5.2734675,3.4542036
47637,1812.0,1852.0,T4,cs,4.6735425,4.1694994
58837,1840.0,1882.0,T4,cs,4.947967,3.9331849
33786,1859.0,1892.0,T4,cs,4.1050334,3.867026
25060,1836.0,1875.0,T4,cs,5.30371,3.5249321
34044,1792.0,1841.0,T4,cs,4.6973553,3.5713558
56631,1853.0,1900.0,T4,cs,3.9566379,3.586116
58933,1840.0,1882.0,T4,cs,4.2755175,3.3409073
46708,1833.0,1875.0,T4,cs,4.7563353,4.3651075
64063,1883.0,1933.0,T4,cs,4.8483653,3.8432915
44126,1834.0,1951.0,T4,cs,4.99361,4.2947235
34120,1808.0,1837.0,T4,cs,4.961293,4.17356
56469,1853.0,1906.0,T4,cs,4.929482,4.252802
24595,1868.0,1904.0,T4,cs,4.9393926,3.8566806
47794,1867.0,1896.0,T4,cs,4.96517,4.3405495
27628,1876.0,1899.0,T4,cs,4.3344812,4.0796623
64591,1867.0,1911.0,T4,cs,4.6127963,4.3315034
53439,1818.0,1862.0,T4,cs,5.3310604,3.8895144
57567,1853.0,1898.0,T4,cs,4.6425605,4.3436575
32346,1855.0,1935.0,T4,cs,4.925616,4.055737
47833,1791.0,1863.0,T4,cs,4.8715343,3.653818
27983,1791.0,1816.0,T4,cs,5.2569857,3.530804
25611,1865.0,1895.0,T4,cs,4.779402,4.3814726
56771,1853.0,1889.0,T4,cs,4.872628,3.9893212
45775,1849.0,1905.0,T4,cs,4.634792,4.25284
58835,1840.0,1882.0,T4,cs,4.988932,4.244382
32550,1797.0,1834.0,T4,cs,4.654068,3.2964096
59684,1799.0,1840.0,T4,cs,5.0982456,3.5798342
56748,1853.0,1889.0,T4,cs,4.8736253,3.724461
51858,1776.0,1823.0,T4,cs,5.389327,3.2916777
37059,1847.0,1871.0,T4,cs,4.864432,4.4194336
62745,1882.0,1934.0,T4,cs,4.686059,4.338844
66160,1870.0,1932.0,T4,cs,5.202078,3.5510108
25310,1871.0,1913.0,T4,cs,4.7301526,4.2635484
52153,1801.0,1852.0,T4,cs,4.362252,4.42332
37260,1820.0,1899.0,T4,cs,4.9315367,3.4403899
46490,1853.0,1879.0,T4,cs,3.2411473,2.76283
61469,1884.0,1904.0,T4,cs,4.9101076,3.8466158
53482,1803.0,1863.0,T4,cs,5.3947134,3.5533009
24782,1826.0,1864.0,T4,cs,5.0155406,3.5213091
62325,1889.0,1913.0,T4,cs,4.8053403,4.0254116
38282,1877.0,1940.0,T4,cs,5.2652397,4.0550566
53406,1818.0,1844.0,T4,cs,4.6601624,3.8916867
23949,1850.0,1883.0,T4,cs,4.870611,4.37135
32378,1855.0,1925.0,T4,cs,5.099633,2.8480434
66043,1886.0,1915.0,T4,cs,4.9706945,3.7479153
44122,1834.0,1951.0,T4,cs,4.8952956,4.336034
53513,1803.0,1863.0,T4,cs,5.3484178,3.2594132
28211,1821.0,1921.0,T4,cs,5.062041,3.5618732
47841,1791.0,1863.0,T4,cs,5.030877,3.3820217
62483,1846.0,1900.0,T4,cs,4.2648053,3.7147439
58131,1853.0,1892.0,T4,cs,5.355248,3.8165264
23984,1859.0,1880.0,T4,cs,4.3404694,3.2902725
59675,1799.0,1840.0,T4,cs,4.35836,4.1434894
53880,1853.0,1901.0,T4,cs,4.590768,4.4501405
47708,1812.0,1856.0,T4,cs,5.1677527,3.6661303
56976,1853.0,1900.0,T4,cs,5.1968446,3.969214
37048,1847.0,1871.0,T4,cs,4.924056,4.194812
47544,1812.0,1847.0,T4,cs,4.8220406,4.3508034
51306,1843.0,1884.0,T4,cs,4.7018027,4.2265577
58973,1840.0,1882.0,T4,cs,5.2646203,3.5674896
62771,1882.0,1916.0,T4,cs,4.713311,4.506645
25606,1871.0,1914.0,T4,cs,4.759903,4.3267665
65066,1867.0,1967.0,T4,cs,4.738426,4.3822403
25100,1836.0,1875.0,T4,cs,4.8443136,3.937101
32831,1797.0,1834.0,T4,cs,5.044155,3.9694715
45338,,1872.0,T4,cs,4.8652654,4.0816317
48322,1861.0,1898.0,T4,cs,4.9908924,3.268956
34928,1866.0,1894.0,T4,cs,5.34626,3.6293018
62982,1873.0,1909.0,T4,cs,4.9940147,4.1045933
43773,1818.0,1913.0,T4,cs,5.2546625,3.5216355
43409,1859.0,1894.0,T4,cs,4.784304,4.439457
32551,1797.0,1834.0,T4,cs,5.076092,3.274408
62565,1765.0,1805.0,T4,cs,5.1437674,3.1951647
53230,1822.0,1885.0,T4,cs,4.8117414,3.4044213
45621,,1870.0,T4,cs,5.0400558,4.195497
40373,1864.0,1927.0,T4,cs,4.6613445,3.5818021
53777,1853.0,1899.0,T4,cs,5.299171,3.6276436
54415,1853.0,1876.0,T4,cs,4.991379,4.0444117
24993,1836.0,1875.0,T4,cs,4.969102,4.4483905
23973,1859.0,1880.0,T4,cs,4.8830204,3.9194484
62130,1885.0,1902.0,T4,cs,4.950367,4.359202
32527,1797.0,1834.0,T4,cs,3.5719213,2.7182844
32587,1797.0,1834.0,T4,cs,5.165939,3.3128333
47591,1812.0,1847.0,T4,cs,4.7999845,4.3763537
62561,1765.0,1805.0,T4,cs,5.010905,3.510475
52741,1846.0,1872.0,T4,cs,5.1875787,3.528728
27460,1817.0,1874.0,T4,cs,4.822994,4.2696805
62401,1872.0,1909.0,T4,cs,5.0229487,3.6756344
25418,1871.0,1895.0,T4,cs,4.8181715,4.4028893
48703,1770.0,1797.0,T4,cs,4.870121,4.3123116
40923,1864.0,1892.0,T4,cs,5.0421824,3.398412
62555,1765.0,1805.0,T4,cs,5.2438774,3.5249515
48461,1861.0,1933.0,T4,cs,4.892923,4.1815724
42639,1857.0,1881.0,T4,cs,5.0146484,4.2581167
24717,1800.0,1823.0,T4,cs,5.214692,3.486169
24746,1800.0,1823.0,T4,cs,4.9760537,3.8985028
39898,1864.0,1915.0,T4,cs,5.0247707,4.148806
53832,1853.0,1901.0,T4,cs,4.8296843,4.3147483
27721,1855.0,1882.0,T4,cs,4.997882,3.1658385
44026,1834.0,1951.0,T4,cs,4.568087,4.018809
59624,1799.0,1840.0,T4,cs,5.1697755,3.6068895
45350,1853.0,1872.0,T4,cs,4.671257,4.293414
37713,1868.0,1928.0,T4,cs,4.9393706,4.3814754
53812,1853.0,1891.0,T4,cs,5.0479736,3.4437685
58886,1840.0,1882.0,T4,cs,3.982617,2.8971353
28203,1821.0,1921.0,T4,cs,5.6733227,3.526761
44377,1834.0,1858.0,T4,cs,4.8514056,4.4077954
49435,1845.0,1875.0,T4,cs,4.913981,4.4600797
59922,1861.0,1886.0,T4,cs,5.2431674,3.5202048
38578,1877.0,1931.0,T4,cs,5.354563,3.71309
37135,1820.0,1895.0,T4,cs,4.921452,4.1552587
66347,,1901.0,T4,cs,5.2137494,3.915027
58957,1840.0,1882.0,T4,cs,5.1684265,3.803711
62849,1882.0,1921.0,T4,cs,5.12545,3.6927032
36957,1847.0,1924.0,T4,cs,4.887285,4.067748
32947,1797.0,1834.0,T4,cs,4.5352826,4.5515018
32461,1855.0,1933.0,T4,cs,5.2190733,4.0990324
54778,1853.0,1885.0,T4,cs,5.1436996,3.7145743
52043,1769.0,1812.0,T4,cs,5.103933,4.035132
32071,1863.0,1895.0,T4,cs,4.872934,4.245091
66646,1867.0,1895.0,T4,cs,5.209788,3.7004402
26906,1877.0,1905.0,T4,cs,5.1712055,4.249899
59667,1799.0,1840.0,T4,cs,5.286671,3.4868448
66006,1880.0,1903.0,T4,cs,4.6460514,3.6209934
61996,1857.0,1927.0,T4,cs,5.0444064,3.3137455
27613,1817.0,1850.0,T4,cs,5.302388,3.327472
50602,1864.0,1906.0,T4,cs,5.079121,4.199606
32695,1797.0,1834.0,T4,cs,4.9854646,3.2216861
59638,1799.0,1840.0,T4,cs,5.3322754,3.674664
42323,1842.0,1872.0,T4,cs,5.335305,3.4744496
28565,1835.0,1859.0,T4,cs,5.0923266,4.184496
48652,1785.0,1814.0,T4,cs,5.266514,3.5778553
62147,1880.0,1924.0,T4,cs,5.004357,4.338368
34135,1866.0,1902.0,T4,cs,4.9509897,4.47257
58912,1840.0,1882.0,T4,cs,4.9394965,4.2215185
45921,1849.0,1911.0,T4,cs,4.9013405,4.4317083
32708,1797.0,1834.0,T4,cs,4.95042,3.2395406
33047,1797.0,1834.0,T4,cs,4.36872,4.330276
27737,1855.0,1889.0,T4,cs,5.2790713,3.6911323
66121,1870.0,1904.0,T4,cs,5.1320815,3.4228837
43300,1859.0,1902.0,T4,cs,4.978502,3.1904569
57347,1853.0,1905.0,T4,cs,5.3186703,4.1039023
59440,1846.0,1910.0,T4,cs,5.527437,3.8112395
29501,1835.0,1901.0,T4,cs,4.81195,4.173951
61921,1847.0,,T4,cs,4.5627365,3.9197526
25011,1836.0,1875.0,T4,cs,5.1894374,4.488228
39384,1864.0,1931.0,T4,cs,5.1734004,4.4941416
67266,1867.0,1947.0,T4,cs,3.1761591,4.7509956
27849,1848.0,1879.0,T4,cs,5.078374,4.3704333
27627,1876.0,1899.0,T4,cs,4.783159,4.4193664
49339,1813.0,1911.0,T4,cs,5.113149,4.6134477
60582,1766.0,1823.0,T4,cs,5.490161,3.4506533
32474,1855.0,1933.0,T4,cs,5.5338645,3.7458916
56610,1853.0,1899.0,T4,cs,5.270514,4.1216316
32184,1851.0,1930.0,T4,cs,5.2834945,3.5822175
51895,1776.0,1823.0,T4,cs,5.5402937,3.9353275
66232,1870.0,1944.0,T4,cs,5.1534657,3.5244508
66179,1870.0,1932.0,T4,cs,4.8835187,4.301419
26724,1877.0,1910.0,T4,cs,5.136306,4.3595905
58970,1840.0,1882.0,T4,cs,5.4250426,3.1450756
47694,1812.0,1856.0,T4,cs,5.3607802,4.2662797
52144,1801.0,1852.0,T4,cs,5.0598974,4.59371
32538,1797.0,1834.0,T4_3,cs,5.0532126,3.0699046
64744,1864.0,1928.0,T4_3,cs,5.586104,2.9315658
64888,1864.0,1907.0,T4_3,cs,5.4971285,2.632167
49737,1845.0,1891.0,T4_3,cs,5.6842704,3.1434386
63777,,1908.0,T4_3,cs,5.801874,3.2780387
48459,1861.0,1933.0,T4_3,cs,5.4280915,2.933965
27974,1791.0,1815.0,T4_3,cs,5.191456,2.7264717
25370,1871.0,1912.0,T4_3,cs,5.763787,3.238213
28241,1821.0,1877.0,T4_3,cs,5.4881787,2.9630437
24684,1829.0,1884.0,T4_3,cs,5.3107605,3.8194842
53074,1822.0,1858.0,T4_3,cs,5.424789,2.4941902
44333,1834.0,1951.0,T4_3,cs,5.531858,2.6864254
67078,1874.0,1925.0,T4_3,cs,5.3722076,2.6393292
42255,1799.0,1846.0,T4_3,cs,4.8660426,3.5758555
29246,1835.0,1913.0,T4_3,cs,5.416076,4.229409
57911,1853.0,1901.0,T4_3,cs,5.725735,3.1458068
49501,1845.0,1909.0,T4_3,cs,5.743778,3.184833
27911,1815.0,1853.0,T4_3,cs,5.5667415,2.6294928
42444,1858.0,1897.0,T4_3,cs,5.0713253,3.3812716
27924,1815.0,1853.0,T4_3,cs,5.3072495,2.5285635
31577,1813.0,1841.0,T4_3,cs,5.2127256,3.2662473
58220,1807.0,1874.0,T4_3,cs,5.5771365,2.6517408
66921,1868.0,1898.0,T4_3,cs,5.4615746,2.5647333
46411,1853.0,1880.0,T4_3,cs,5.6827755,2.6431012
45198,1842.0,1869.0,T4_3,cs,5.497951,2.798285
47985,1853.0,1887.0,T4_3,cs,5.4261065,2.6587024
50547,1845.0,1887.0,T4_3,cs,5.179474,4.2860203
30959,1835.0,1908.0,T4_3,cs,5.7469926,3.0779338
61065,1881.0,1926.0,T4_3,cs,5.695747,2.7688296
47615,1812.0,1852.0,T4_3,cs,4.992289,4.227736
38043,1806.0,1860.0,T4_3,cs,5.3488383,3.8271072
44140,1834.0,1951.0,T4_3,cs,5.59789,2.350504
65134,,1908.0,T4_3,cs,5.615015,3.3873367
33245,1806.0,1833.0,T4_3,cs,5.4795513,2.4577103
63572,1864.0,1905.0,T4_3,cs,5.637396,3.9188871
46669,1833.0,1875.0,T4_3,cs,5.484552,2.5599184
28217,1821.0,1921.0,T4_3,cs,3.309098,2.2763155
28596,1835.0,1903.0,T4_3,cs,5.2032957,2.8117542
24003,1859.0,1880.0,T4_3,cs,5.5840616,2.7170825
61442,1883.0,1937.0,T4_3,cs,5.6496983,3.2455022
31965,1863.0,1899.0,T4_3,cs,5.747511,3.1480525
43314,1859.0,1902.0,T4_3,cs,5.5286303,2.6601698
55407,1853.0,1888.0,T4_3,cs,5.1115966,2.7235947
61185,1880.0,1917.0,T4_3,cs,4.656636,3.1872115
57212,1853.0,1906.0,T4_3,cs,5.784145,3.1581728
28578,1835.0,1886.0,T4_3,cs,5.5434027,2.57603
64288,1884.0,1939.0,T4_3,cs,5.350513,3.2822871
35202,1866.0,1895.0,T4_3,cs,5.6163497,2.702248
24441,1839.0,1959.0,T4_3,cs,5.5777016,2.683858
52290,1860.0,1930.0,T4_3,cs,5.537385,2.6567407
27387,1817.0,1843.0,T4_3,cs,4.7607465,3.3884912
48785,1846.0,1897.0,T4_3,cs,4.9171853,2.9436007
65256,1878.0,1903.0,T4_3,cs,5.471313,3.9952488
31789,1878.0,1929.0,T4_3,cs,5.590974,2.6378994
49696,1845.0,1887.0,T4_3,cs,5.761506,3.178914
56819,1853.0,1898.0,T4_3,cs,5.2662034,3.0216408
48039,1853.0,1883.0,T4_3,cs,5.3188157,3.1068463
28696,1835.0,1876.0,T4_3,cs,5.263384,2.6763024
53465,1803.0,1842.0,T4_3,cs,5.1915884,3.8043694
44487,1834.0,1868.0,T4_3,cs,5.623725,2.623506
29331,1835.0,1910.0,T4_3,cs,5.8196917,3.1137094
37036,1847.0,1871.0,T4_3,cs,5.469958,2.556751
58735,1841.0,1907.0,T4_3,cs,5.414076,2.4183414
66024,1855.0,1898.0,T4_3,cs,5.0811534,3.5482554
28671,1835.0,1876.0,T4_3,cs,5.659259,2.4998996
28175,1821.0,1870.0,T4_3,cs,5.384561,2.9210403
28064,1809.0,1873.0,T4_3,cs,5.100967,3.3504095
58832,1840.0,1882.0,T4_3,cs,4.7372947,3.1966298
51333,1804.0,1851.0,T4_3,cs,5.253713,2.9993734
32357,1855.0,1887.0,T4_3,cs,5.388342,3.254616
67080,1874.0,1925.0,T4_3,cs,5.5085306,2.9393919
61131,1880.0,1920.0,T4_3,cs,5.1232843,2.640883
57396,1853.0,1905.0,T4_3,cs,5.748293,3.2526164
28711,1835.0,1876.0,T4_3,cs,5.459189,2.721904
60603,1766.0,1823.0,T4_3,cs,5.600831,3.1950932
53546,1822.0,1926.0,T4_3,cs,5.336839,3.0688758
32323,1855.0,1895.0,T4_3,cs,5.371529,2.7410033
50129,1845.0,1907.0,T4_3,cs,5.274193,2.6048741
45800,1849.0,1913.0,T4_3,cs,5.7772064,2.8979623
66340,1868.0,1894.0,T4_3,cs,5.621953,3.172173
64745,1864.0,1929.0,T4_3,cs,5.8160157,3.193095
42710,1857.0,1892.0,T4_3,cs,5.238381,2.6098998
49730,1845.0,1891.0,T4_3,cs,5.226256,2.5399432
59174,1840.0,1877.0,T4_3,cs,5.429095,2.6522589
59581,1799.0,1840.0,T4_3,cs,5.269887,2.9701579
48098,1853.0,1881.0,T4_3,cs,5.29787,2.777795
55597,1853.0,1895.0,T4_3,cs,5.656655,2.5312216
53667,1853.0,1900.0,T4_3,cs,5.6165767,3.6315145
56001,1853.0,1897.0,T4_3,cs,5.180846,2.8223839
32116,1863.0,1889.0,T4_3,cs,5.5888343,3.599323
59151,1840.0,1877.0,T4_3,cs,5.0881524,2.5436726
46251,1869.0,1901.0,T4_3,cs,5.668971,2.9050074
25407,1871.0,1895.0,T4_3,cs,5.6694922,2.3605294
66366,,1901.0,T4_3,cs,5.665105,2.4318655
26559,1877.0,1921.0,T4_3,cs,5.5202174,3.808475
43796,1772.0,1910.0,T4_3,cs,5.251164,3.0876164
27597,1817.0,1850.0,T4_3,cs,5.5492983,2.7836235
48289,1861.0,1899.0,T4_3,cs,5.6028347,2.8202257
24353,1839.0,1883.0,T4_3,cs,5.6695166,2.6476576
44010,1834.0,1951.0,T4_3,cs,5.374456,2.793706
28244,1769.0,1917.0,T4_3,cs,5.7647896,2.821178
62786,1882.0,1907.0,T4_3,cs,5.4276586,2.7599165
59195,1811.0,1857.0,T4_3,cs,5.3510246,3.092651
50385,1845.0,1891.0,T4_3,cs,5.760982,2.94835
27546,1817.0,1874.0,T4_3,cs,5.4017515,2.9136927
48855,1846.0,1887.0,T4_3,cs,5.287018,3.4371912
58930,1840.0,1882.0,T4_3,cs,5.560152,2.9040945
52644,1858.0,1938.0,T4_3,cs,5.2656517,3.2900891
49720,1845.0,1891.0,T4_3,cs,5.4824195,2.5596786
60706,1838.0,1868.0,T4_3,cs,5.4527316,2.8309727
62052,1873.0,1907.0,T4_3,cs,5.7863574,3.1025116
49754,1845.0,1891.0,T4_3,cs,5.8580065,3.1961544
50153,1845.0,1907.0,T4_3,cs,5.769608,3.2150397
25522,1871.0,1914.0,T4_3,cs,5.6111927,3.2696946
64507,1876.0,1912.0,T4_3,cs,5.5997753,3.0031886
50279,1845.0,1907.0,T4_3,cs,5.506489,3.119264
27722,1855.0,1882.0,T4_3,cs,5.1826944,2.8883858
48722,1803.0,1830.0,T4_3,cs,5.5977907,3.8202276
66337,1868.0,1894.0,T4_3,cs,5.4333816,2.5925457
25589,1871.0,1914.0,T4_3,cs,5.5175767,2.7852535
60787,1838.0,1872.0,T4_3,cs,5.0791187,2.4420393
47884,1829.0,1865.0,T4_3,cs,5.1888294,2.9414098
28238,1821.0,1877.0,T4_3,cs,5.3022523,2.6426578
48659,,1814.0,T4_3,cs,5.21199,2.5520442
54020,1853.0,1889.0,T4_3,cs,5.607501,3.4848852
46414,1853.0,1880.0,T4_3,cs,5.478689,2.9669843
60482,1837.0,1874.0,T4_3,cs,5.163632,2.7912471
25540,1871.0,1914.0,T4_3,cs,4.076536,3.16659
32108,1863.0,1889.0,T4_3,cs,5.270518,2.7862365
32420,1855.0,1882.0,T4_3,cs,5.6230083,2.9366164
24355,1839.0,1883.0,T4_3,cs,5.3836784,2.6486998
38831,1862.0,1905.0,T4_3,cs,5.377127,3.7744458
28573,1835.0,1886.0,T4_3,cs,5.622108,2.7540603
52159,1801.0,1852.0,T4_3,cs,5.2105737,2.7510753
27062,1877.0,1898.0,T4_3,cs,5.53054,3.865547
56474,1853.0,1895.0,T4_3,cs,5.6590056,3.2077336
29516,1835.0,1901.0,T4_3,cs,5.4801664,2.6916707
25608,1865.0,1895.0,T4_3,cs,5.0756106,4.1134253
29247,1835.0,1913.0,T4_3,cs,5.488387,2.6731095
43792,1772.0,1910.0,T4_3,cs,5.601336,3.028163
53457,1803.0,1842.0,T4_3,cs,5.5067034,3.4050303
28588,1835.0,1886.0,T4_3,cs,5.5221453,2.7095323
59198,1811.0,1857.0,T4_3,cs,5.4231143,2.9223328
53470,1803.0,1843.0,T4_3,cs,5.530048,2.5259542
27608,1817.0,1850.0,T4_3,cs,5.6191893,3.5027852
64842,1864.0,1902.0,T4_3,cs,5.4481964,2.8425674
42859,1846.0,1882.0,T4_3,cs,5.690004,2.7446065
52151,1801.0,1852.0,T4_3,cs,3.8630292,2.262439
36892,1847.0,1869.0,T4_3,cs,5.235271,2.9487443
43978,1834.0,1951.0,T4_3,cs,5.3766847,2.8730164
45956,1849.0,1884.0,T4_3,cs,5.7830763,3.1502445
53171,1822.0,1885.0,T4_3,cs,5.3817673,2.4997282
67092,1874.0,1925.0,T4_3,cs,5.182428,3.5318875
32923,1797.0,1834.0,T4_3,cs,4.3558164,2.7351377
27950,1815.0,1841.0,T4_3,cs,5.4517465,3.145932
38150,1866.0,1891.0,T4_3,cs,5.299111,2.5957658
25534,1871.0,1914.0,T4_3,cs,5.678229,3.1636236
47542,1812.0,1847.0,T4_3,cs,5.2367115,2.6166565
27925,1815.0,1853.0,T4_3,cs,5.9211907,3.367449
64910,1864.0,1915.0,T4_3,cs,5.253968,2.963907
32879,1797.0,1834.0,T4_3,cs,5.5884256,2.4362025
67096,1874.0,1925.0,T4_3,cs,5.1753707,2.8574479
34146,1866.0,1902.0,T4_3,cs,4.964559,3.3666615
67084,1874.0,1925.0,T4_3,cs,5.4084077,3.0490143
32566,1797.0,1834.0,T4_3,cs,5.6251035,2.9278598
50389,1845.0,1891.0,T4_3,cs,5.4311175,2.5103607
26195,1858.0,1936.0,T4_3,cs,5.4093976,2.596619
28598,1835.0,1903.0,T4_3,cs,5.586558,3.5723639
28842,1835.0,1921.0,T4_3,cs,4.950921,2.5530262
24968,1836.0,1875.0,T4_3,cs,5.390308,3.7545674
48282,1861.0,1924.0,T4_3,cs,5.7533183,2.7252743
24382,1839.0,1883.0,T4_3,cs,5.7548122,3.1581297
49741,1845.0,1891.0,T4_3,cs,5.853384,2.845727
32981,1797.0,1834.0,T4_3,cs,5.705254,2.8082173
52399,1860.0,1930.0,T4_3,cs,5.515622,3.6715786
56672,1853.0,1878.0,T4_3,cs,5.54715,2.5400264
24022,1875.0,1898.0,T4_3,cs,5.5857573,3.77429
66161,1870.0,1932.0,T4_3,cs,5.4455533,3.271041
28234,1821.0,1877.0,T4_3,cs,5.7809186,3.0738695
