Puis que pour vous (cheveulx) j’ay tel martyre,;1W0W0W1W 01W0W1W01x
 Que n’ay-je beu à la fontaine saincte ?;0W1W0W1W 0W0W010W1x
 Je mourroy’cygne, ou je meurs sans mot dire.;0W00W10_0W0W1W0W0W1x
Garde toy bien ô gracieux Zephire !;10W1W1W 0W001W01x
 D’empestrer l’esle en ces beaulx nœuds epars,;001W10_0W0W0W1W01
 Que çà, et là, doulcement tu depars,;0W1W0W1W 001W0W01
 Sur ce beau col de marbre, et de porphire.;0W0W0W1W 0W10_0W0W01x
Si tu t’y prens, plus ne vouldras nous ryre;0W0W0W1W 1W0W01W0W1x
 Le verd printemps : ainçoys de toutes pars;0W1W01W 01W0W10W1
 Flore voyant que d’autre amour tu ards,;10W01W 0W10_01W0W1
 Fera ses fleurs dessecher par grand’ire.;01W0W1W 001W0W0W1x
Que dy-je las ! Zephire n’est-ce point,;0W1W0W1W 010W1W0W1
 C’est toy Amour, qui voles en ce point,;1W1W01W 0W10W0W0W1
 Tout à l’entour, et par dedans ces retz.;1W0W01W 0W0W01W0W1
Que tu as faictz d’art plus laborieux;0W0W0W1W 1W0W0001
 Que ceulx, ausquelz jadis feurent serrez;0W1W01W 01W10W01
 Ta doulce mere, et le Dieu furieux.;0W10W10_0W0W1W001
