Dat wijck 't nog schrickt foor storm nog swiere-fleag.;0W1W0W1W 0W1W0W101W
Yen from gemoed, al woe de wrâd om-kere,;0W1W01W 0W1W0W1W01xW
AZ me' eerst it huynning dopp'-waegs knet in trieuwt;0W0_1W0W10W 10W1W0W1W
Den rint 'er 't swiet so tin uwt dat 'et drieuwt,;0W1W0W1W 0W0W1W1W0W1W
Mar, kneddet me' oon, dear teant him tjocker swiet;0W10W0_1W 0W1W0W10W1W
Dat fier' wey 't foorste' yn swietheyt' smeyts oergiet.;01W0W1 0_0W10W1WW01W
So 's 't mey uwz frjuen'e. Hy sjongt yn 't wircks beginn';0W1W0W10_ 0W1W0W1W01W
Wrâds djoey-behâd, dy lib-teel-swiete Minn':;0W101W 0W1010W1W
Mar hertse' ho swiet sijn grouwne' harp' droant ford-oon,;0W10_0W1W 0W10_1W1W01W
t Sill'ge' Hijmmelsch' gaest-swiet' Tjerck-boosch, mey God-Soon;0W10W 10W10W1W01W
Ney 't gea-leaz', haed-wijze', Haeg'-liets Herders tean'.;0W10W 100_10W10W1W
Dear Bregeman in Breed to weyde gean'.;0W100W 0W1W0W10W1W
Dear Salm-ljeafds traep' dript wierck, grient', kruwd in blomt',;0W10W1W 0W1W1W1W0W1W
In Dauw' lauwg'-fied-wiets oer-floed', wier hy komt:;0W1W101W 01W1W0W1W
In wijck't 'er? d'ljeave' Breeds ljeafde'-eag trient 't, az sluwz',;
Om 't dat se' him, klim-om-klardd', laet ijn Moars huwz,;0W10_1W 101W1W0W1W1W
Yn 't yvigh wol, dear uwr' nogh stuwn' lieafd' scheyn 't;0W10W1W 0W1W0W1W0W1W
Dear de' heagst'-fol-macke' oer-puwck-ljeafd' kielt nogg' eyn't.;
SO ljeapt to Hôars' Lâns jieff're puwck SIBILLA,;0W1W0W1W 0W10W1W01xW
So preall't S'e ijnn' seal, dy Rieds Heerlijcke spruwt,;0W1W0_0W1W 0W1W100W1W
So gloarre-glanzgjet S'e ond're tuwz'nen uwt,;0W10W10W 0_10W10W1W
Az eer'n yn Turnus f juecht-buwn' blonck Camilla.;0W1W0W10W 10W1W01xW
So twingt S'e it hoev', loffs, rjuechts den op in trôay',;0W1W0_0W1W 1W1W0W1W0W1W
Den op in rin Den op in jey, az fleande:;0W1W0W1W 0W1W0W1W0W1xW
Naet oorz allijck in Haeze-wijnhuwn', geande;0W1W01W 0W1010W1xW
Om leck're bout' t'eyn-mijnjen to sijn prôay.;0W10W1W 010W1W0W1W
Den tockleteamm't S'e oer beck, mey ljeapp'e op ljeppjen,;0W101W0_0W1W 0W10_0W1xW
Steeg, rjuecht oer eyn' Den det S'e im stôack-stil stean,;1W1W0W1W 0W1W0_0W10W1W
Hann' bakjende d'e Hôarshalz' Den lit S'e im gean;0W100W0_10W 0W1W0_0W1W
Tripp'-tred opp' staep', omme' amme weer to reappjen.;10W0W1W 10_10W1W0W1xW
Den lied't S'e im ruwn, in ringet ringe' oon ring';0W1W0_0W1W 0W10W10_0W1W
Den tel Den saeft Den schean den rjuecht ney 't teamjen;0W1W0W1W 0W1W0W1W0W1xW
Fen socken hânn', dy 't hijnzer wit to preamjen;0W10W1W 0W10W1W0W1xW
Den spôarret S' dat 't Hôarz fljuecht oer wringe' in kling';0W10W0W1W1W 0W10_0W1W
Mar nint're stuwn, mey stjoer gelaet oer grijmme,;0W10W1W 0W1W01W0W1xW
Az d'e âd Camill', dy Fryg' ney Fryg' laey dôl,;0W0_1W01W 0W1W0W1W0W1W
In lôacke' allijck in Wrigge' uwt Pluwtôs hôl,;0W10_01W 0W10_0W10W1W
To dat S'e uwt-blet, fen Aruns pijll' trogflijmme.;0W1W0_01W 0W10W1W01xW
Dizz' het nin nea, nin dey-dolck' kin her Heyn.;0W1W0W1W 0W10W1W0W1W
O! waa S'e oon-gloerret stirt, az salm forwonne.;0W1W0_010W1W 0W1W01xW
Knielje' Aruns, jouw't: dijn boey-tried iz folsponne,;10_01W 1W0W10W1W01xW
Ljuentje' om behâd', dijn frydomm' rint red t'eyn'.;10_0W01W 0W10W1W0W1W
NU iz de dey forronn' mey uwre' in stuwne,;0W1W0W1W01W 0W10_0W1xW
Oermits de Sinn' dol-duwck't, ynn' wetters gruwne.;01W0W1W01W 0W10W1xW
Meyts' uwz nu sliep (fen God, om restjen, juwne);1W0W0W1W 0W1W0W10W1xW
Komm', swiete sliep uwz eagen firddig binne,;1W10W1W 0W10W10W1xW
Dat swierlijck Droagjen naet ontstjoerge' uwz sinne',;0W10W10W 1W010_0W1xW
Dat sorgge' in aengste' uwz rest-njue naet oer-rinne;0W10_0W10_0W10W 1W01xW
Komm' swiete sliep. Maer wezze' uwz feste borge,;1W10W1W 0W10_0W10W1xW
Dat nin Nacht-grijmme' uwz fettet bye lorge,;0W1W010W 0W10W0W1xW
Dat wy naet reytsje'ijnn' Fijnne waese' in forge,;0W1W0W10 W10W10_0W1xW
Mar y, boppe al, Tjercke'-Haed, jôn Weytsers seyne,;0W1W00_1W 101W0W10W1xW
Woll-sill'ige Ing'len, dats' all' on-rie weyne,;010W10W 1W0W10W1xW
Dat jon Schiep jo, fenne' Hol, naet wirdde' onteyne;1W0W1W0W 10_1W0W10_01xW
Az den trogg' sliep forquicke (ljeave HEERE);0W1W0W1W 010W10W1xW
Wy firdig, moarn-yer t'uwz berop weer-keere,;0W10W 01W0W01W01xW
Holp' dat uwz dwaen in litten, to jon eere,;1W0W0W1W0W10W 0W0W1xW
LOf-sjong, mijnsiel, lof-sjong uwzljeave HEERE,;01W01W 01W010W1xW
O hert, ô herte-gruwn' sjong tanck in eere;0W1W0W101W0W1W0W1xW
Sijn heylge Namme', al het iz binne my.;0W10W1 0_0W1W0W10W1W
Lof-sjong mijn siel, him dy dy't swiette'oer-reyne,;01W0W1W 0W1W0W10_01xW
Trog wolfert', goe op goe-died', seyne'op seyne',;0W10W 1W0W01W10_0W1xW
Forjit dy nin, mar mirsseljese' yn Dy.;01W0W1W01W1010_0W1W
Hy schinst dy quijt all'on-rjuecht wird in diede,;0W1W0W1W 0W10W1W0W1xW
Dy fen elck-oor', dijn God in dy oors, schiede.;0W1W01W 0W1W0W0W1W1xW
Hy heeljet al dijn sjochte' in smertigheyt.;0W10W0W0W0W101W
Hy het dijn libben 't Graefs fordear onthelle.;0W1W0W10W 1W01W01xW
Hy het dijn holle' om-kroone'. Owaschoe telle;0W1W0W10_010_0 10W1xW
Oer dy sijn on-gruwn' djiep' barmhertigheyt.;0W1W0W01W 1W0101W
Hy het mey swiet', mey djoer' oer-wirdde' goeden;0W1W0W1W 0W1W010W1xW
Dijn muwlle proppe' in sed mecke', yn oerfloeden,;0W10W10_0W1W10_1W01x
Wier trog, allijck in Eern', for ny 't dijn jeugd;0W1W01W 0W1W0W1W0W1W
Hy iz de Heer dy eerne, dy rjuecht rjuechte;0W1W0W1W0W10W 1W1W1xW
Oer 't rjuecht dat wirt, trog onrjuechts twange oerfjuechte,;0W1W0W1W 0W10W10_01xW
O fill'ge deugd! ô wirdde hymmel-deugd!;0W10W1W 0W10W101W
Hy het trog Mosis, sijn trouw' tjiener, litten;0W1W0W10W 1W0W10W1xW
Sijn wird, sijn wey, sijn wetten dwaen to witten;0W1W0W1W 0W10W1W0W1xW
Oon Israël, sijn folck, fen team' to team'.;0W101W 0W1W0W1W0W1W
Hy iz barmhertig, frjuenlijck, fest, goe-diedig,;0W1W010W 10W1W01xW
