,born,year,meter,lang,X,Y
54936,1853.0,1908.0,I5,cs,-0.9910076,-3.572123
64059,1883.0,1933.0,I5,cs,-1.2060049,-3.4995747
57632,1853.0,1908.0,I5,cs,-0.82753456,-3.9673429
43118,1864.0,1898.0,I5,cs,-0.5013887,-3.4017336
57453,1853.0,1902.0,I5,cs,-1.4523796,-3.6184888
26321,1877.0,1927.0,I5,cs,-1.0469499,-2.9540179
62055,1873.0,1907.0,I5,cs,-0.98481977,-3.5143082
33410,1859.0,1905.0,I5,cs,-1.2346612,-3.6131048
60566,1860.0,1882.0,I5,cs,-0.47999346,-4.2014656
31006,1874.0,1894.0,I5,cs,-0.6416304,-4.2995872
44907,1875.0,1937.0,I5,cs,-1.466664,-3.442474
45769,1849.0,1904.0,I5,cs,-0.79424316,-4.1909356
66705,1883.0,1917.0,I5,cs,-0.9319391,-3.8381033
26186,1858.0,1936.0,I5,cs,-0.8883888,-3.8264587
24142,1867.0,1904.0,I5,cs,-1.5518631,-3.4967482
56980,1853.0,1900.0,I5,cs,-0.7952571,-4.1321263
41058,1864.0,1911.0,I5,cs,-0.47459504,-4.257077
53992,1853.0,1883.0,I5,cs,-0.5731499,-4.3841605
47485,1833.0,1859.0,I5,cs,-0.506701,-3.9949672
29817,1835.0,1902.0,I5,cs,-0.6609415,-3.9178562
61614,1846.0,1890.0,I5,cs,-1.055938,-3.4890907
39712,1864.0,1927.0,I5,cs,-0.69789946,-4.2287235
62544,1873.0,1919.0,I5,cs,-0.6287323,-3.8052692
43503,1859.0,1893.0,I5,cs,-0.38682345,-4.437883
62123,1885.0,1902.0,I5,cs,-1.5412346,-3.3096259
36464,1847.0,1889.0,I5,cs,-0.6613048,-4.1417856
63263,1884.0,1913.0,I5,cs,-0.5597444,-4.420169
56011,1853.0,1897.0,I5,cs,-0.4123177,-4.2571173
61370,1883.0,1919.0,I5,cs,-1.0823518,-3.949843
56418,1853.0,1904.0,I5,cs,-0.75206053,-4.1546736
31822,1863.0,1917.0,I5,cs,-1.5064546,-3.4060266
62317,1889.0,1911.0,I5,cs,-1.6840806,-3.1744447
55155,1853.0,1893.0,I5,cs,-0.4587252,-4.459734
25933,1858.0,1905.0,I5,cs,-0.15621519,-3.7999058
55941,1853.0,1894.0,I5,cs,-1.0747203,-3.7374585
60446,1861.0,1893.0,I5,cs,-1.036975,-3.4547136
57470,1853.0,1902.0,I5,cs,-1.2463863,-3.5186942
40450,1864.0,1927.0,I5,cs,-0.611665,-4.410266
36812,1847.0,1916.0,I5,cs,-0.41408306,-4.354789
41682,1864.0,1931.0,I5,cs,-0.62988293,-4.1106763
43976,1834.0,1951.0,I5,cs,-0.8048285,-3.9766886
57976,1853.0,1901.0,I5,cs,-0.5210222,-4.3931317
52419,1860.0,1914.0,I5,cs,-0.59301746,-4.1373534
44784,1875.0,1984.0,I5,cs,-1.3162097,-3.2637198
29998,1835.0,1902.0,I5,cs,-0.32597184,-4.0548744
40117,1864.0,1926.0,I5,cs,-0.5977937,-4.2246795
32221,1773.0,1873.0,I5,cs,-1.1070952,-3.7503905
44745,1875.0,1974.0,I5,cs,-1.3162862,-3.542369
30137,1835.0,1902.0,I5,cs,-0.5728173,-4.1081824
54349,1853.0,1894.0,I5,cs,-0.3276417,-4.4070797
54195,1853.0,1878.0,I5,cs,-0.5291627,-4.2461743
46885,1833.0,1859.0,I5,cs,-0.9378794,-4.097219
56664,1853.0,1878.0,I5,cs,-0.6317517,-4.2030253
33572,1859.0,1892.0,I5,cs,-0.9329917,-3.8613183
45851,1849.0,1886.0,I5,cs,-1.1535333,-3.3540604
66695,1883.0,1906.0,I5,cs,-0.9682909,-3.8039577
41123,1864.0,1938.0,I5,cs,-0.991753,-4.0690713
27208,1876.0,1900.0,I5,cs,-0.60775954,-4.3551726
56444,1853.0,1904.0,I5,cs,-0.53591675,-4.3837733
38280,1877.0,1940.0,I5,cs,-1.3319168,-3.6529675
64048,1883.0,1933.0,I5,cs,-0.93969965,-3.707154
58770,1841.0,1884.0,I5,cs,-0.8855201,-3.8486557
43051,1854.0,1880.0,I5,cs,-1.2140664,-3.1810694
54750,1853.0,1886.0,I5,cs,-0.9037029,-3.8596625
49053,1859.0,1918.0,I5,cs,-1.0353929,-3.8954136
51229,1864.0,1924.0,I5,cs,-1.2259704,-3.2270384
65600,1879.0,1904.0,I5,cs,-0.9433418,-3.950894
65803,1878.0,1938.0,I5,cs,-1.397888,-3.6710064
34667,1866.0,1926.0,I5,cs,-0.50990057,-4.262466
67775,1881.0,1923.0,I5,cs,-1.3796324,-3.534555
61517,1846.0,1884.0,I5,cs,-1.3486525,-3.5500894
30585,1835.0,1902.0,I5,cs,-1.1450489,-3.8345604
52320,1860.0,1930.0,I5,cs,-0.75913143,-4.3351445
67415,1878.0,1931.0,I5,cs,-0.67974645,-4.370346
54901,1853.0,1895.0,I5,cs,-0.96224195,-3.8741229
26078,1858.0,1905.0,I5,cs,-1.1319772,-3.8594
50896,1864.0,1922.0,I5,cs,-1.4670165,-3.5039425
31838,1863.0,1917.0,I5,cs,-1.0015454,-3.6504252
54086,1853.0,1880.0,I5,cs,-0.37308824,-4.1890335
38897,1864.0,1897.0,I5,cs,-1.130262,-3.6532893
67306,1878.0,1933.0,I5,cs,-0.63858634,-4.084679
52832,1847.0,1897.0,I5,cs,-0.47602922,-4.4143977
58007,1853.0,1963.0,I5,cs,-0.89405286,-4.173172
42591,1867.0,1894.0,I5,cs,-0.621029,-4.111732
67479,1873.0,1938.0,I5,cs,-0.9055961,-3.9793549
65456,1887.0,1943.0,I5,cs,-1.0918521,-3.6484847
33821,1859.0,1884.0,I5,cs,-0.76577604,-3.9039013
41476,1864.0,1926.0,I5,cs,-1.2271957,-3.390542
55576,1853.0,1895.0,I5,cs,-0.50737,-4.4385204
35022,1866.0,1923.0,I5,cs,-1.0494272,-3.8429785
44649,1875.0,1962.0,I5,cs,-0.531649,-4.367032
65612,1879.0,1903.0,I5,cs,-1.3061298,-3.742967
57794,1853.0,1897.0,I5,cs,-0.4505681,-4.3410363
54023,1853.0,1889.0,I5,cs,-0.85010713,-4.1814256
50975,1864.0,1951.0,I5,cs,-0.9428042,-3.450877
57977,1853.0,1901.0,I5,cs,-0.891282,-3.7790236
23631,1850.0,1883.0,I5,cs,-1.2232107,-3.4329023
64026,1883.0,1933.0,I5,cs,-0.6369564,-4.2138777
39520,1864.0,1906.0,I5,cs,-1.447224,-3.5194147
47826,1867.0,1896.0,I5,cs,-0.74708253,-3.9041862
59773,1868.0,1934.0,I5,cs,-0.9621284,-3.8248136
61649,1863.0,1908.0,I5,cs,-0.799655,-3.8073869
56233,1853.0,1893.0,I5,cs,-1.3500007,-3.513768
44625,1875.0,1962.0,I5,cs,-0.7215545,-4.1130624
57557,1853.0,1898.0,I5,cs,-0.20622867,-4.227879
46809,1833.0,1858.0,I5,cs,-1.1936432,-3.640329
30795,1835.0,1905.0,I5,cs,-0.55407244,-4.458945
30534,1835.0,1904.0,I5,cs,-0.7044962,-4.2612104
57631,1853.0,1908.0,I5,cs,-0.5209617,-4.4457006
59751,1868.0,1934.0,I5,cs,-0.50181854,-4.129436
59362,1846.0,1896.0,I5,cs,-0.8845334,-3.9826365
56541,1853.0,1899.0,I5,cs,-1.0417513,-3.7772005
57497,1853.0,1875.0,I5,cs,-0.68759733,-4.1620674
39692,1864.0,1927.0,I5,cs,-0.6019575,-4.366518
42595,1867.0,1894.0,I5,cs,-1.1217896,-3.6304557
67798,1881.0,1923.0,I5,cs,-1.1112758,-3.6434467
47048,1833.0,1859.0,I5,cs,-0.44511843,-4.4213347
54019,1853.0,1889.0,I5,cs,-0.8988298,-4.0051346
23530,1841.0,1900.0,I5,cs,-1.0020196,-3.8382897
24158,1867.0,1904.0,I5,cs,-0.41044798,-4.5067677
41486,1864.0,1926.0,I5,cs,-1.0640167,-3.9193435
24338,1813.0,1860.0,T4,cs,-0.7370724,-1.573004
61734,1875.0,1904.0,T4,cs,-1.0829058,-1.3040148
26158,1858.0,1936.0,T4,cs,-1.3118104,-2.0309317
41794,1864.0,1928.0,T4,cs,-0.67210937,-2.076375
30420,1835.0,1901.0,T4,cs,-0.66357243,-2.055685
62407,1872.0,1909.0,T4,cs,-1.2010024,-2.2073324
57211,1853.0,1906.0,T4,cs,-0.51306754,-2.1701527
27895,1815.0,1853.0,T4,cs,-0.8131944,-1.8583174
43575,1810.0,1928.0,T4,cs,-1.048778,-1.5643587
53093,1822.0,1858.0,T4,cs,-0.976873,-2.2519307
55511,1853.0,1896.0,T4,cs,-1.0164807,-1.2346121
63839,1885.0,1907.0,T4,cs,-0.96629363,-2.287494
36328,1832.0,1881.0,T4,cs,-1.0797085,-1.15523
24606,1868.0,1904.0,T4,cs,-0.83923554,-1.9106797
48253,1861.0,1906.0,T4,cs,-1.055175,-1.5824345
28926,1835.0,1873.0,T4,cs,-0.4152422,-2.1087415
25026,1836.0,1875.0,T4,cs,-0.957211,-1.1833287
47637,1812.0,1852.0,T4,cs,-0.929294,-2.3462236
58837,1840.0,1882.0,T4,cs,-0.9876204,-1.6425296
33786,1859.0,1892.0,T4,cs,-0.6738801,-2.5689871
25060,1836.0,1875.0,T4,cs,-1.0591227,-1.2977029
34044,1792.0,1841.0,T4,cs,-1.0648794,-1.7686467
56631,1853.0,1900.0,T4,cs,-0.35763463,-2.6368334
58933,1840.0,1882.0,T4,cs,-1.2080159,-1.9649405
46708,1833.0,1875.0,T4,cs,-0.78200537,-2.0556412
64063,1883.0,1933.0,T4,cs,-1.0222775,-1.6897842
44126,1834.0,1951.0,T4,cs,-0.6832175,-1.8860503
34120,1808.0,1837.0,T4,cs,-1.1577076,-2.1551867
56469,1853.0,1906.0,T4,cs,-0.7368573,-1.8778585
24595,1868.0,1904.0,T4,cs,-0.3629595,-1.7833086
47794,1867.0,1896.0,T4,cs,-0.9120587,-1.9470698
27628,1876.0,1899.0,T4,cs,-0.51903707,-2.3080072
64591,1867.0,1911.0,T4,cs,-0.7061692,-2.2516031
53439,1818.0,1862.0,T4,cs,-1.1154587,-1.694472
57567,1853.0,1898.0,T4,cs,-0.6343297,-2.0936685
32346,1855.0,1935.0,T4,cs,-0.98969495,-1.954302
47833,1791.0,1863.0,T4,cs,-1.1052003,-1.3279074
27983,1791.0,1816.0,T4,cs,-0.9339956,-1.4468684
25611,1865.0,1895.0,T4,cs,-0.82198435,-2.2631352
56771,1853.0,1889.0,T4,cs,-1.1317595,-1.8920348
45775,1849.0,1905.0,T4,cs,-0.7968659,-2.1583135
58835,1840.0,1882.0,T4,cs,-0.7750164,-1.7483696
32550,1797.0,1834.0,T4,cs,-1.0358815,-1.3268234
59684,1799.0,1840.0,T4,cs,-1.0590118,-1.5885098
56748,1853.0,1889.0,T4,cs,-1.1412734,-1.6402516
51858,1776.0,1823.0,T4,cs,-0.7586365,-1.0964637
37059,1847.0,1871.0,T4,cs,-0.7225934,-1.9800255
62745,1882.0,1934.0,T4,cs,-0.6800353,-1.9454287
66160,1870.0,1932.0,T4,cs,-1.1604961,-1.4331316
25310,1871.0,1913.0,T4,cs,-0.78351444,-2.1055098
52153,1801.0,1852.0,T4,cs,-0.78500813,-2.5230987
37260,1820.0,1899.0,T4,cs,-1.0702932,-1.4363452
46490,1853.0,1879.0,T4,cs,-1.8855015,-1.9140801
61469,1884.0,1904.0,T4,cs,-0.9648483,-1.9473033
53482,1803.0,1863.0,T4,cs,-1.0694131,-1.2556176
24782,1826.0,1864.0,T4,cs,-1.2988268,-1.3856516
62325,1889.0,1913.0,T4,cs,-0.65581584,-2.0013697
38282,1877.0,1940.0,T4,cs,-0.9155237,-1.8327119
53406,1818.0,1844.0,T4,cs,-1.0720705,-1.8433342
23949,1850.0,1883.0,T4,cs,-0.95120996,-1.9934492
32378,1855.0,1925.0,T4,cs,-1.256696,-1.0862719
66043,1886.0,1915.0,T4,cs,-1.1438215,-1.6074694
44122,1834.0,1951.0,T4,cs,-0.9263938,-2.0067947
53513,1803.0,1863.0,T4,cs,-1.0024074,-1.0497037
28211,1821.0,1921.0,T4,cs,-0.6484723,-1.4749117
47841,1791.0,1863.0,T4,cs,-0.8646449,-1.3402427
62483,1846.0,1900.0,T4,cs,-0.40150592,-2.4682806
58131,1853.0,1892.0,T4,cs,-0.91100466,-1.6720741
23984,1859.0,1880.0,T4,cs,-0.012903693,-1.7692239
59675,1799.0,1840.0,T4,cs,-1.4222223,-2.1092205
53880,1853.0,1901.0,T4,cs,-0.75812393,-2.1519272
47708,1812.0,1856.0,T4,cs,-1.038587,-1.2795463
56976,1853.0,1900.0,T4,cs,-1.1267976,-1.5136081
37048,1847.0,1871.0,T4,cs,-0.8325678,-1.9420172
47544,1812.0,1847.0,T4,cs,-0.9326007,-2.1672006
51306,1843.0,1884.0,T4,cs,-0.6027909,-1.9506618
58973,1840.0,1882.0,T4,cs,-0.9253839,-1.3199879
62771,1882.0,1916.0,T4,cs,-0.8620476,-2.1231453
25606,1871.0,1914.0,T4,cs,-0.63626397,-1.9579338
65066,1867.0,1967.0,T4,cs,-0.87164,-2.1467702
25100,1836.0,1875.0,T4,cs,-0.8800566,-1.9262164
32831,1797.0,1834.0,T4,cs,-1.0077022,-1.663218
45338,,1872.0,T4,cs,-0.5978589,-1.7603346
48322,1861.0,1898.0,T4,cs,-1.0152161,-1.2821633
34928,1866.0,1894.0,T4,cs,-0.9665514,-1.3781202
62982,1873.0,1909.0,T4,cs,-0.9734995,-1.7201444
43773,1818.0,1913.0,T4,cs,-0.97637427,-1.1473182
43409,1859.0,1894.0,T4,cs,-0.8529647,-1.9365464
32551,1797.0,1834.0,T4,cs,-1.4200962,-1.1190497
62565,1765.0,1805.0,T4,cs,-1.0352085,-1.1594288
53230,1822.0,1885.0,T4,cs,-0.732867,-1.2545613
45621,,1870.0,T4,cs,-1.0130552,-2.0763738
40373,1864.0,1927.0,T4,cs,-1.1019791,-1.8763981
53777,1853.0,1899.0,T4,cs,-1.014915,-1.1843967
54415,1853.0,1876.0,T4,cs,-0.62725395,-1.6266063
24993,1836.0,1875.0,T4,cs,-0.55962765,-1.7825297
23973,1859.0,1880.0,T4,cs,-0.82863396,-1.8457125
62130,1885.0,1902.0,T4,cs,-0.87631273,-1.9101503
32527,1797.0,1834.0,T4,cs,-1.850576,-1.7467556
32587,1797.0,1834.0,T4,cs,-1.2022678,-1.1934735
47591,1812.0,1847.0,T4,cs,-0.7318661,-2.1080859
62561,1765.0,1805.0,T4,cs,-1.2092957,-1.2509172
52741,1846.0,1872.0,T4,cs,-1.1441771,-1.3857363
27460,1817.0,1874.0,T4,cs,-1.255114,-2.0153034
62401,1872.0,1909.0,T4,cs,-1.1723639,-1.6710685
25418,1871.0,1895.0,T4,cs,-0.85409504,-1.9766372
48703,1770.0,1797.0,T4,cs,-1.0450699,-2.1698234
40923,1864.0,1892.0,T4,cs,-0.9987534,-1.1298702
62555,1765.0,1805.0,T4,cs,-1.0212786,-1.1118644
48461,1861.0,1933.0,T4,cs,-1.0776069,-1.8670726
42639,1857.0,1881.0,T4,cs,-0.9153495,-1.6950417
24717,1800.0,1823.0,T4,cs,-1.1975183,-1.1319516
24746,1800.0,1823.0,T4,cs,-1.0496142,-1.4846036
39898,1864.0,1915.0,T4,cs,-0.9208644,-1.9090788
53832,1853.0,1901.0,T4,cs,-0.82878006,-2.0921218
27721,1855.0,1882.0,T4,cs,-0.63851446,-1.0688738
44026,1834.0,1951.0,T4,cs,-0.8343821,-1.9244182
59624,1799.0,1840.0,T4,cs,-1.2144331,-1.5311978
45350,1853.0,1872.0,T4,cs,-0.7500105,-2.0800028
37713,1868.0,1928.0,T4,cs,-0.8696594,-1.7720672
53812,1853.0,1891.0,T4,cs,-0.9923416,-1.1528828
58886,1840.0,1882.0,T4,cs,-1.4516228,-1.630784
28203,1821.0,1921.0,T4,cs,-1.2130255,-0.7171799
44377,1834.0,1858.0,T4,cs,-0.98946035,-2.0809555
49435,1845.0,1875.0,T4,cs,-0.7375872,-2.0592437
59922,1861.0,1886.0,T4,cs,-0.8609885,-1.4512202
38578,1877.0,1931.0,T4,cs,-1.1223804,-1.7334851
37135,1820.0,1895.0,T4,cs,-0.9783587,-2.1254225
66347,,1901.0,T4,cs,-1.2084031,-1.4794483
58957,1840.0,1882.0,T4,cs,-0.8417281,-1.5351048
62849,1882.0,1921.0,T4,cs,-0.8697145,-1.5409936
36957,1847.0,1924.0,T4,cs,-0.54605335,-1.7122208
32947,1797.0,1834.0,T4,cs,-0.32141417,-1.9530574
32461,1855.0,1933.0,T4,cs,-0.81899965,-1.8778735
54778,1853.0,1885.0,T4,cs,-0.77358353,-1.5333296
52043,1769.0,1812.0,T4,cs,-1.189985,-1.2103753
32071,1863.0,1895.0,T4,cs,-0.6278106,-2.123828
66646,1867.0,1895.0,T4,cs,-1.0588858,-1.386523
26906,1877.0,1905.0,T4,cs,-0.9444459,-2.03371
59667,1799.0,1840.0,T4,cs,-1.394806,-1.4196576
66006,1880.0,1903.0,T4,cs,-1.0351666,-1.5600904
61996,1857.0,1927.0,T4,cs,-1.2693707,-1.3315839
27613,1817.0,1850.0,T4,cs,-1.1210792,-1.1584872
50602,1864.0,1906.0,T4,cs,-0.8510596,-1.7907473
32695,1797.0,1834.0,T4,cs,-1.312075,-1.3223785
59638,1799.0,1840.0,T4,cs,-1.2334651,-1.3493475
42323,1842.0,1872.0,T4,cs,-1.0692223,-1.2451938
28565,1835.0,1859.0,T4,cs,-0.80637735,-1.6927123
48652,1785.0,1814.0,T4,cs,-1.096288,-1.3213996
62147,1880.0,1924.0,T4,cs,-0.70830035,-2.0718324
34135,1866.0,1902.0,T4,cs,-0.8404851,-2.0079246
58912,1840.0,1882.0,T4,cs,-0.43645307,-1.95909
45921,1849.0,1911.0,T4,cs,-0.7028463,-1.8458189
32708,1797.0,1834.0,T4,cs,-1.2578375,-1.4148121
33047,1797.0,1834.0,T4,cs,-0.68761784,-2.1210308
27737,1855.0,1889.0,T4,cs,-1.2644961,-1.4695792
66121,1870.0,1904.0,T4,cs,-1.183464,-1.2644045
43300,1859.0,1902.0,T4,cs,-1.081057,-1.2012588
57347,1853.0,1905.0,T4,cs,-1.1357147,-1.5614164
59440,1846.0,1910.0,T4,cs,-1.0952435,-1.2225255
29501,1835.0,1901.0,T4,cs,-0.9957145,-1.8613842
61921,1847.0,,T4,cs,-0.29147145,-2.1849155
25011,1836.0,1875.0,T4,cs,-0.7785447,-1.5490755
39384,1864.0,1931.0,T4,cs,-0.8340028,-1.8696764
67266,1867.0,1947.0,T4,cs,-1.2726245,-3.7092862
27849,1848.0,1879.0,T4,cs,-1.0513868,-1.7184498
27627,1876.0,1899.0,T4,cs,-1.1608975,-1.9301844
49339,1813.0,1911.0,T4,cs,-1.0165374,-1.927826
60582,1766.0,1823.0,T4,cs,-0.6427719,-0.9617568
32474,1855.0,1933.0,T4,cs,-1.135267,-1.260646
56610,1853.0,1899.0,T4,cs,-0.9681577,-1.6542807
32184,1851.0,1930.0,T4,cs,-1.1745769,-1.2161305
51895,1776.0,1823.0,T4,cs,-0.6543901,-1.3961614
66232,1870.0,1944.0,T4,cs,-1.2156918,-1.3245351
66179,1870.0,1932.0,T4,cs,-0.91403,-2.0612447
26724,1877.0,1910.0,T4,cs,-0.73106843,-1.7358651
58970,1840.0,1882.0,T4,cs,-1.0004463,-1.0991042
47694,1812.0,1856.0,T4,cs,-1.2925385,-1.6055506
52144,1801.0,1852.0,T4,cs,-1.0074803,-1.790891
32538,1797.0,1834.0,T4_3,cs,-1.0373839,-0.92746484
64744,1864.0,1928.0,T4_3,cs,-0.37916428,-0.825159
64888,1864.0,1907.0,T4_3,cs,-0.4018109,-0.49043876
49737,1845.0,1891.0,T4_3,cs,-0.2281701,-0.41129714
63777,,1908.0,T4_3,cs,-0.19251195,-0.36444673
48459,1861.0,1933.0,T4_3,cs,-0.7725033,-0.8459749
27974,1791.0,1815.0,T4_3,cs,-1.0803242,-0.7744596
25370,1871.0,1912.0,T4_3,cs,-0.17431933,-0.42484143
28241,1821.0,1877.0,T4_3,cs,-0.46917826,-0.49442437
24684,1829.0,1884.0,T4_3,cs,-1.3332572,-0.97982234
53074,1822.0,1858.0,T4_3,cs,-0.83997977,-0.6086117
44333,1834.0,1951.0,T4_3,cs,-0.108736314,-0.5685182
67078,1874.0,1925.0,T4_3,cs,-0.8414349,-0.67981654
42255,1799.0,1846.0,T4_3,cs,-0.6434672,-1.3859514
29246,1835.0,1913.0,T4_3,cs,-0.7325758,-1.0035095
57911,1853.0,1901.0,T4_3,cs,-0.006633449,-0.42075258
49501,1845.0,1909.0,T4_3,cs,-0.4552952,-0.44727805
27911,1815.0,1853.0,T4_3,cs,-0.39131445,-0.6968317
42444,1858.0,1897.0,T4_3,cs,-1.4977925,-1.4614646
27924,1815.0,1853.0,T4_3,cs,-0.87804586,-0.55303866
31577,1813.0,1841.0,T4_3,cs,-0.70520973,-1.1308656
58220,1807.0,1874.0,T4_3,cs,-0.3502849,-0.5946076
66921,1868.0,1898.0,T4_3,cs,-0.9324423,-0.5766582
46411,1853.0,1880.0,T4_3,cs,-0.2687748,-0.32407042
45198,1842.0,1869.0,T4_3,cs,-0.25763348,-0.6195176
47985,1853.0,1887.0,T4_3,cs,-0.5362489,-0.6313069
50547,1845.0,1887.0,T4_3,cs,-0.6153872,-1.7217991
30959,1835.0,1908.0,T4_3,cs,-0.25902385,-0.3500972
61065,1881.0,1926.0,T4_3,cs,-0.48911533,-0.6826495
47615,1812.0,1852.0,T4_3,cs,-0.7082041,-1.7318912
38043,1806.0,1860.0,T4_3,cs,-1.2868353,-1.3125107
44140,1834.0,1951.0,T4_3,cs,-0.5684385,-0.37981644
65134,,1908.0,T4_3,cs,-0.4616643,-0.79382896
33245,1806.0,1833.0,T4_3,cs,-0.71688634,-0.612245
63572,1864.0,1905.0,T4_3,cs,-0.486309,-1.068522
46669,1833.0,1875.0,T4_3,cs,-0.11642753,-0.6651733
28217,1821.0,1921.0,T4_3,cs,-2.4216113,-1.7841778
28596,1835.0,1903.0,T4_3,cs,-0.20463064,-0.84469575
24003,1859.0,1880.0,T4_3,cs,-0.33324838,-0.4489625
61442,1883.0,1937.0,T4_3,cs,-0.2339249,-0.66328514
31965,1863.0,1899.0,T4_3,cs,-0.4343566,-0.41619578
43314,1859.0,1902.0,T4_3,cs,-0.9110945,-0.6594496
55407,1853.0,1888.0,T4_3,cs,0.071702495,-0.96158904
61185,1880.0,1917.0,T4_3,cs,-1.043444,-1.1662053
57212,1853.0,1906.0,T4_3,cs,-0.26288685,-0.30460235
28578,1835.0,1886.0,T4_3,cs,-0.38738364,-0.56930447
64288,1884.0,1939.0,T4_3,cs,-0.9624392,-1.0228733
35202,1866.0,1895.0,T4_3,cs,-0.26770765,-0.80433625
24441,1839.0,1959.0,T4_3,cs,-0.20605437,-0.7281869
52290,1860.0,1930.0,T4_3,cs,-0.1509355,-0.62753505
27387,1817.0,1843.0,T4_3,cs,-0.9879693,-1.4738044
48785,1846.0,1897.0,T4_3,cs,-0.04107537,-1.199596
65256,1878.0,1903.0,T4_3,cs,-0.6322176,-1.1758299
31789,1878.0,1929.0,T4_3,cs,-0.19952981,-0.6101555
49696,1845.0,1887.0,T4_3,cs,0.019210782,-0.35914782
56819,1853.0,1898.0,T4_3,cs,-0.794119,-0.88460916
48039,1853.0,1883.0,T4_3,cs,-1.207038,-1.028757
28696,1835.0,1876.0,T4_3,cs,-0.41080698,-0.87399757
53465,1803.0,1842.0,T4_3,cs,-0.81776357,-1.4936944
44487,1834.0,1868.0,T4_3,cs,-0.108596966,-0.6841575
29331,1835.0,1910.0,T4_3,cs,-0.14531551,-0.28121045
37036,1847.0,1871.0,T4_3,cs,-0.6378841,-0.5235805
58735,1841.0,1907.0,T4_3,cs,-0.7251742,-0.48359478
66024,1855.0,1898.0,T4_3,cs,-0.6927708,-1.1600548
28671,1835.0,1876.0,T4_3,cs,-0.4950062,-0.4228383
28175,1821.0,1870.0,T4_3,cs,-0.99402106,-0.8308277
28064,1809.0,1873.0,T4_3,cs,-0.7004328,-1.3075179
58832,1840.0,1882.0,T4_3,cs,-1.473169,-1.6547499
51333,1804.0,1851.0,T4_3,cs,-0.9657861,-0.85339916
32357,1855.0,1887.0,T4_3,cs,-0.57726455,-0.48907346
67080,1874.0,1925.0,T4_3,cs,-0.83206266,-0.79683805
61131,1880.0,1920.0,T4_3,cs,-0.9538157,-1.0203581
57396,1853.0,1905.0,T4_3,cs,0.007438864,-0.48527533
28711,1835.0,1876.0,T4_3,cs,-0.5221179,-0.7394284
60603,1766.0,1823.0,T4_3,cs,-0.41666332,-0.6530594
53546,1822.0,1926.0,T4_3,cs,-1.0422997,-0.8064031
32323,1855.0,1895.0,T4_3,cs,-0.8614353,-0.6890743
50129,1845.0,1907.0,T4_3,cs,-0.4807225,-0.7856142
45800,1849.0,1913.0,T4_3,cs,-0.4315042,-0.7439955
66340,1868.0,1894.0,T4_3,cs,-0.570136,-1.0434537
64745,1864.0,1929.0,T4_3,cs,-0.28734234,-0.17260443
42710,1857.0,1892.0,T4_3,cs,-0.908489,-0.8034324
49730,1845.0,1891.0,T4_3,cs,-0.9108633,-0.62093055
59174,1840.0,1877.0,T4_3,cs,-0.106990986,-0.6007295
59581,1799.0,1840.0,T4_3,cs,-1.137806,-0.88839006
48098,1853.0,1881.0,T4_3,cs,-0.07350601,-0.83347595
55597,1853.0,1895.0,T4_3,cs,-0.54711777,-0.38799787
53667,1853.0,1900.0,T4_3,cs,-0.9528632,-1.0736023
56001,1853.0,1897.0,T4_3,cs,-0.18989919,-0.7660794
32116,1863.0,1889.0,T4_3,cs,-0.18200678,-0.5215044
59151,1840.0,1877.0,T4_3,cs,-0.8118853,-0.6718345
46251,1869.0,1901.0,T4_3,cs,-0.8889969,-0.4697517
25407,1871.0,1895.0,T4_3,cs,-0.70326674,-0.43386742
66366,,1901.0,T4_3,cs,-0.5153293,-0.59432673
26559,1877.0,1921.0,T4_3,cs,-0.4997359,-1.3365778
43796,1772.0,1910.0,T4_3,cs,-0.6150167,-0.934064
27597,1817.0,1850.0,T4_3,cs,-0.1718948,-0.49896342
48289,1861.0,1899.0,T4_3,cs,-0.36466962,-0.5205529
24353,1839.0,1883.0,T4_3,cs,-0.16302298,-0.62151045
44010,1834.0,1951.0,T4_3,cs,0.027423745,-0.781529
28244,1769.0,1917.0,T4_3,cs,-0.50892717,-0.31709197
62786,1882.0,1907.0,T4_3,cs,-0.2554121,-0.78043765
59195,1811.0,1857.0,T4_3,cs,-1.2419648,-0.9303269
50385,1845.0,1891.0,T4_3,cs,-0.37365752,-0.3684034
27546,1817.0,1874.0,T4_3,cs,-0.50675845,-0.8386669
48855,1846.0,1887.0,T4_3,cs,-0.91325057,-1.2967926
58930,1840.0,1882.0,T4_3,cs,-0.18374047,-0.6673853
52644,1858.0,1938.0,T4_3,cs,-0.88582635,-1.0466664
49720,1845.0,1891.0,T4_3,cs,-1.041426,-0.6357766
60706,1838.0,1868.0,T4_3,cs,-0.10101753,-0.9119974
62052,1873.0,1907.0,T4_3,cs,-0.20679635,-0.3154258
49754,1845.0,1891.0,T4_3,cs,-0.3938412,-0.25532952
50153,1845.0,1907.0,T4_3,cs,-0.13263154,-0.46741712
25522,1871.0,1914.0,T4_3,cs,-0.32666627,-0.77564025
64507,1876.0,1912.0,T4_3,cs,-0.89845973,-1.0097743
50279,1845.0,1907.0,T4_3,cs,0.05584507,-0.6237947
27722,1855.0,1882.0,T4_3,cs,-1.0747132,-0.9034956
48722,1803.0,1830.0,T4_3,cs,-0.6383794,-1.1825793
66337,1868.0,1894.0,T4_3,cs,-0.6593132,-0.6251057
25589,1871.0,1914.0,T4_3,cs,-0.28143358,-0.48046872
